ion,fate,tof_us,x_end,y_end,ke_last,t32,y32,t53,y53
0,thru,1251.6511621818515,84.43749999999999,-1.8235501461034986,0.027858490269613942,374.0620083800194,0.7236945580731725,684.5949352405478,0.15897402457637863
1,wall,714.8477555819517,58.6875,-3.384854531114817,0.05832128657961482,381.2316520958359,2.8564395760758337,636.4353689934788,2.624002183458248
2,thru,1600.9295727042108,93.2717537932531,-11.90797946067445,0.03801072231857842,378.0922772808571,1.0848351728166683,676.0359873440699,0.6798259078495027
3,thru,1143.211293282347,83.9375,-7.216697935744148,0.21142575585573176,343.67082823882134,0.3673362995653986,658.5072742220871,3.4872716254591207
4,thru,989.9679413423216,82.08659079235602,2.010771254797852,0.13441053205710116,321.67030663108756,1.124990053460178,637.1230927731874,0.14977895508987185
5,thru,1181.137735278892,84.43749999999999,-9.59562915313238,0.022379964649784898,376.4856878466507,1.6379847063146482,665.7432753868941,2.0209840632364457
6,thru,1516.0823908152656,84.43749999999999,-6.714239841247872,0.09936435065912962,464.11878533506376,0.2027108850459553,713.0150130573328,3.3579740305653742
7,thru,1161.2055487950724,84.30946360307381,-7.253239761425587,0.08593203525805493,333.712314000846,2.3908396239877696,613.452472684686,1.037216500452548
8,thru,1223.9619119989602,81.8125,-7.8599752825356815,0.061435213466759786,423.5948518001129,4.086360149420624,731.3706647845569,4.284270853302476
9,thru,916.2245286151139,69.54659718584485,-9.750809935810175,0.10098622147170466,386.97769961836065,2.1530625144464883,692.2628804575385,6.2662568413809705
10,thru,1079.1169729020728,84.43749999999999,-3.347208689579689,0.09750535839874304,389.853746721681,1.188064712287388,616.1789897128356,2.5298768665422933
11,thru,1211.4074631085668,84.43749999999999,-8.860075949954528,0.030817693649266256,419.3326294583305,0.2948134662879159,729.5858642523493,2.9044074115465275
12,thru,1411.0960930759347,84.43749999999999,5.197824531705657,0.04763694805278031,428.4450586160847,3.480213377672816,662.1298325402039,4.98179375141415
13,thru,1276.1283270261172,84.43749999999999,5.257395560570283,0.06672455586358543,345.91991426766657,2.5027206518613294,631.5967313213877,3.0817915089915595
14,thru,1008.8554794868538,77.94105177538736,-3.531146054850795,0.09949062592367658,343.77053300200635,0.11223653870420768,663.291845807997,3.7800159561217472
15,thru,1383.9802242692397,84.43749999999999,-10.033170415161306,0.06645137009474196,461.96081118480885,0.9720960676621196,795.10707826264,2.23765358906719
16,thru,868.879232331893,71.3125,7.6687982431854005,0.08267921947765074,350.16398162703416,5.015715048059416,611.6761522641001,5.942789536817598
17,thru,1512.1891654079504,84.43749999999999,1.262498676430348,0.08223264060814856,358.32866660130077,0.8837255422904065,685.4650350945135,3.1813672180920336
18,thru,1105.067213647484,83.9375,10.184440781589654,0.0863233596583108,326.9662175651526,3.3098159417087225,606.9855015324929,4.211166769825778
19,thru,1089.6860682012862,79.6875,5.188644903607609,0.06149502461662905,367.51229846120214,0.23305768186693893,717.2443509585011,1.595754021064744
20,thru,1572.1080693920185,84.43749999999999,-5.588715156856295,0.09435081103428275,360.385621049745,1.6131245740911042,700.7318494020092,0.705813943973412
21,thru,1239.1274555310672,84.43749999999999,-7.355560299496797,0.03880302742823138,345.4071461087346,0.00044856218546026217,643.9308200461925,3.4898741864614027
22,thru,1162.5790214595183,84.35797610819253,8.422621452397266,0.0681186339933441,347.1630092746471,2.6895760794652985,611.9634258280282,4.414381142568287
23,thru,1600.680925083819,88.86377844280514,11.430993661040853,0.021483521844470173,385.2647212421372,0.22136325237986926,682.5122581448289,2.4549188737051346
24,thru,1355.3978224393993,84.43749999999999,-11.061213758111856,0.03713131385214752,376.5988229491793,4.549409952324013,647.995078966258,3.5267809193992012
25,thru,1234.0531642712983,84.2530833994226,3.058830816462554,0.07324893646024942,378.7414726771208,2.9931182059783223,679.9168654580668,0.018738710005887168
26,thru,1139.403459777787,84.21335682606306,9.803324810624575,0.03293702324397141,412.9553402772669,0.047628490926077245,669.7223203473291,1.8355872068526133
27,thru,1600.4490695902464,87.57596156329461,-10.724414631008878,0.020901576304040433,362.81546460150065,1.396630079259026,607.2573405727966,1.140953683078721
28,thru,1600.0050228100351,89.77247407120804,5.120126288405716,0.025439491253758023,338.47966587554725,0.6438772245207118,624.4667429709987,0.9297371111919035
29,thru,1046.8556110371812,84.11978527999959,-9.02145832944767,0.016380952379286755,367.44501735704165,1.4123077568271376,585.3498640636484,1.2856531477090347
30,thru,1601.8596788180491,87.33722133182002,1.0774421211256389,0.04305359557117419,325.343688405816,0.43739094535524625,665.3297197497817,2.6096205932388643
