ion,fate,tof_us,x_end,y_end,ke_last,t26,y26,t59,y59
0,thru,1034.778817099847,83.62499999999999,-6.812200775616889,0.0907818062255741,243.48914057582374,1.9515972610185637,733.02166400662,5.361270194265412
1,thru,1025.6225254962199,83.2523959810222,3.1694193688787733,0.11079559241928483,225.9084363559491,1.2126976724949008,661.2159266895618,4.641359505842115
2,thru,812.965379069112,70.875,7.382173193259701,0.10776082522544908,286.70841699709615,1.3327519688286018,672.7218481011623,4.261890355265007
3,thru,1601.9818017525965,88.24243833395728,-4.861596845882738,0.04665993303251216,223.70917563604374,0.13940147407378964,656.645960103427,3.918640911714944
4,thru,1023.6682421411019,83.62499999999999,2.1658601897417324,0.10965269743933179,243.5879169918246,2.0001693960220353,657.0194238239415,1.3157709950011638
5,thru,1600.2252511478407,93.01161850673597,6.276902794355034,0.010873900993321728,241.61443784840498,0.8725823394815466,621.6631112087576,0.010396021993993785
6,wall,672.5345550095959,58.935725866455094,3.925263698039536,0.02977001813063613,264.5174542991521,1.9024842068119971,,
7,thru,1177.22097218863,83.62499999999999,-1.9085622876621893,0.021471001678499593,206.63040065507514,2.3218854234216173,683.0858028995749,2.881109745165964
8,thru,1260.5001987106016,82.98526683784729,-7.370920275608684,0.06462493174453639,343.13292290210046,2.5137452441798547,810.2611032855555,5.2150713113684235
9,thru,1436.9968400156233,83.62499999999999,1.5483661461395821,0.06338868109347298,301.6929652734205,3.7942198705425536,742.7444612481942,0.0466681812806132
10,thru,999.3895386752,82.875,5.508767265486481,0.17079866850991246,253.71564268183263,0.19671008371848234,608.5224893322556,3.0669839831565207
11,thru,921.0588806178556,79.875,8.011865191509548,0.062102867138787494,245.80889371001658,2.4250850060361473,667.4359542123639,5.158641784279918
12,thru,978.3159230646089,82.875,4.732943324287618,0.07306614539164845,199.68762705715815,1.655842760557222,645.4621267528125,1.0390571352076337
13,thru,1083.96212435544,83.62499999999999,0.5213019387025563,0.03341725888542031,276.0168882864567,2.9992690447419275,753.0675043849564,0.01986108158121971
14,thru,985.7679819434662,82.875,3.0379058303836004,0.09412594739861067,256.8265848364116,2.4033314481194266,712.3488772647011,1.9605996292847037
15,thru,952.9550935113682,77.45842133924442,3.82420397219555,0.17803507141901426,262.15915842594785,2.028429223641962,684.0732553226177,5.5360594818559825
16,thru,1601.5052275587946,94.4069036441034,8.806071926134402,0.09290582210118996,234.13740647922435,1.2038000409160527,703.5250502337809,3.0367815145198422
17,thru,1232.1328539852439,83.62499999999999,4.554179349501402,0.06538891303013736,264.801618311899,1.060990242504273,657.4822273537764,1.6624577639109368
18,wall,499.47592579665655,44.07227244172726,7.631432570083961,0.0823831194108174,238.10789173233198,3.5298429637382536,,
19,thru,1044.0062101540693,83.10127556428709,-7.869664188403721,0.22466211928512056,251.54851517019083,1.9095522988797813,701.1931196881885,1.4410664664984343
20,thru,1071.9141984649575,83.3693897530203,-7.245576221063195,0.023265131238873797,276.36494685910833,3.8388987802427383,716.2098933785176,5.677879250369721
21,thru,973.3333989017111,83.09986104913312,-3.154498730431424,0.07756746690131443,223.71121830308607,0.378597953930448,639.2328905452139,0.692390582693709
22,thru,1112.4254172716276,83.62499999999999,5.033207062039667,0.12561023836971785,242.0112491500032,0.5044675255957705,643.8778236087047,3.4173709906761007
23,thru,1017.8113652754699,82.875,-7.759371680989007,0.16010741385695268,250.572069363616,3.501392091874641,727.7793790081143,3.621399331851398
24,thru,1035.8737030208063,82.91767274167591,-7.462005611329469,0.07174762238444352,240.13939904482405,0.9727028896744573,757.3457583973959,3.8027061256316155
25,thru,1065.8636347973668,82.89590139086962,7.823552799190284,0.01037534658391322,250.0037342816483,0.3918678467993359,711.9826199942919,5.354728004468045
