ion,fate,tof_us,x_end,y_end,ke_last,t26,y26,t59,y59
0,thru,1146.3919350336355,83.18704035544052,-1.9833569080821964,0.08346163664989846,289.45477922450686,0.13926365705734614,757.3169545493712,1.683457546945893
1,wall,620.2556114600045,52.875,-3.417641349034511,0.09192441336484389,246.45116958254857,2.085630548202102,,
2,thru,1600.9295727042108,90.23771104360362,-10.077637650253573,0.03922123571091503,299.4560602433969,1.6035047209728266,770.7675449984323,0.8807113205088558
3,thru,1083.150931196481,82.875,-6.095451833783626,0.16313490688216778,258.4031375883449,1.1569690398861763,721.8058972910353,3.2504938646690014
4,thru,953.9389213904857,79.875,1.6712478309758403,0.10656564982791032,251.56548810540056,0.7134440107684068,680.0218784823596,0.9645122189063532
5,thru,1118.8934688373308,83.62499999999999,-8.992393467326485,0.02414460234625501,264.38468333856247,0.7451717112991821,710.5790469153399,2.0074146484615105
6,thru,1329.3514992737278,83.62499999999999,-8.158580627153718,0.0632683061015659,353.032372921503,1.9260907447357236,785.8743466814932,2.5597849945285636
7,thru,1090.5130258383283,82.91051923221795,-5.901541162433385,0.1123025569641313,266.15019805850187,3.038276675864267,706.7133090930421,3.048131316582644
8,thru,1148.7906704470415,79.875,-6.6423138989446375,0.1931514507407409,287.2430096828131,2.8482435723758686,814.9633547341641,3.366013545485149
9,wall,738.2823151500754,58.875,-6.819573331518651,0.07187014243174594,300.03502930696493,0.8880708836864175,,
10,thru,982.0639043137486,82.97717299910845,-1.9950098378731735,0.03842427066614901,287.8249744736061,1.3343247752112528,673.3015274182267,2.633879849116839
11,wall,560.2059469137735,41.222042855241845,-3.6367791395527074,0.06327848608985524,306.1407562369892,0.5320552248993716,,
12,thru,1410.6222530732384,83.62499999999999,5.339118444529227,0.014982360898678349,339.2132941879089,2.985365988751317,741.3975206176068,3.636256851337434
13,thru,1192.1912020468305,83.62499999999999,1.8437347411362912,0.03751862336889577,261.3208335415149,3.9945806358012104,682.1234675644868,2.605194292972033
14,wall,550.1748617648459,47.10864710653345,-2.315809383980891,0.06164090269410073,267.9395646948276,0.24541796026687357,,
